antecedent,consequent,support,confidence
"Objectives_Met_1([0, 1]) AND Allowance_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Schedule_Rating_3(1) AND Speaker_Rating_3(1)","Venue_Rating_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.5217391304347826,1.0
"Allowance_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Objectives_Met_2([0, 1])","Participant_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Overall_Rating_2(0) AND Speaker_Rating_3(1)",0.7217391304347827,0.7980769230769231
"Speaker_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_1(0) AND Speaker_Rating_2(0) AND Allowance_Rating_2([0, 1]) AND Allowance_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_2(0)","Participant_Rating_1([0, 1]) AND Venue_Rating_3(1) AND Objectives_Met_1(0)",0.6869565217391305,0.8315789473684211
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_3(1) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_3(1)","Overall_Rating_1([0, 1]) AND Overall_Rating_2(0) AND Objectives_Met_2([0, 1])",0.6173913043478261,0.8987341772151899
Schedule_Rating_2(0),"Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1(0)",0.6,0.9078947368421053
"Overall_Rating_3([0, 1]) AND Schedule_Rating_2(0) AND Speaker_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1])","Venue_Rating_3([0, 1]) AND Objectives_Met_1(0) AND Participant_Rating_2([0, 1]) AND Participant_Rating_3([0, 1])",0.6,0.9078947368421053
"Speaker_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_2(0) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Facilitator_Rating_2(0) AND Schedule_Rating_3(1) AND Schedule_Rating_2([0, 1])","Participant_Rating_2([0, 1]) AND Objectives_Met_1([0, 1])",0.4956521739130435,1.0
"Overall_Rating_2(0) AND Objectives_Met_3([0, 1])","Speaker_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Allowance_Rating_2(0) AND Overall_Rating_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Venue_Rating_3(1) AND Facilitator_Rating_2([0, 1])",0.7043478260869566,0.7864077669902912
"Speaker_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_3(1) AND Speaker_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1])","Venue_Rating_1([0, 1]) AND Venue_Rating_3(1) AND Facilitator_Rating_2([0, 1])",0.591304347826087,0.8947368421052632
"Overall_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Schedule_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Facilitator_Rating_3([0, 1]) AND Facilitator_Rating_2(0)","Overall_Rating_2(0) AND Participant_Rating_2([0, 1])",0.591304347826087,0.8947368421052632
"Schedule_Rating_2(0) AND Participant_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1])","Venue_Rating_3(1) AND Objectives_Met_1([0, 1])",0.591304347826087,0.8947368421052632
"Schedule_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1])","Speaker_Rating_2(0) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Objectives_Met_3([0, 1])",0.591304347826087,0.8947368421052632
"Speaker_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_2(0) AND Speaker_Rating_2([0, 1]) AND Participant_Rating_1([0, 1])","Participant_Rating_2(0) AND Participant_Rating_3(1) AND Objectives_Met_1([0, 1])",0.591304347826087,0.8947368421052632
"Allowance_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1])","Overall_Rating_3([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Overall_Rating_2(0) AND Speaker_Rating_3(1)",0.6869565217391305,0.797979797979798
"Venue_Rating_3(1) AND Venue_Rating_1([0, 1]) AND Participant_Rating_1([0, 1])","Speaker_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2(0) AND Speaker_Rating_3(1)",0.6869565217391305,0.797979797979798
"Objectives_Met_1([0, 1]) AND Allowance_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Schedule_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_1([0, 1])","Speaker_Rating_3(1) AND Facilitator_Rating_2([0, 1]) AND Overall_Rating_2(0) AND Participant_Rating_2([0, 1])",0.6869565217391305,0.797979797979798
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Venue_Rating_1([0, 1])","Overall_Rating_3([0, 1]) AND Speaker_Rating_3(1) AND Objectives_Met_3([0, 1]) AND Overall_Rating_2(0)",0.6869565217391305,0.797979797979798
"Facilitator_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2(0) AND Objectives_Met_1(0) AND Venue_Rating_3([0, 1])","Speaker_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1])",0.5652173913043478,0.9154929577464789
"Speaker_Rating_2([0, 1]) AND Participant_Rating_3(1) AND Facilitator_Rating_3(1)","Venue_Rating_1([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Overall_Rating_3(1)",0.6,0.8734177215189873
"Overall_Rating_2(0) AND Speaker_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_2([0, 1]) AND Objectives_Met_3(1) AND Allowance_Rating_2(0) AND Overall_Rating_3([0, 1])","Facilitator_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Participant_Rating_2(0)",0.5304347826086957,0.9384615384615385
"Speaker_Rating_3(1) AND Overall_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_1([0, 1])","Venue_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Facilitator_Rating_3(1) AND Participant_Rating_2([0, 1])",0.6956521739130435,0.7692307692307693
"Speaker_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2([0, 1])","Venue_Rating_3([0, 1]) AND Overall_Rating_1(0) AND Participant_Rating_1([0, 1]) AND Allowance_Rating_2([0, 1]) AND Facilitator_Rating_3(1)",0.6956521739130435,0.7692307692307693
"Overall_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Speaker_Rating_2(0) AND Facilitator_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Objectives_Met_3([0, 1]) AND Facilitator_Rating_3(1) AND Allowance_Rating_3(1) AND Overall_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1])","Overall_Rating_1([0, 1]) AND Participant_Rating_3(1)",0.5652173913043478,0.8904109589041096
"Venue_Rating_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Venue_Rating_3([0, 1])","Objectives_Met_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Speaker_Rating_2(0) AND Overall_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Allowance_Rating_3([0, 1]) AND Allowance_Rating_2(0)",0.7217391304347827,0.7217391304347827
"Objectives_Met_3([0, 1])","Participant_Rating_3(1) AND Speaker_Rating_3([0, 1]) AND Allowance_Rating_2(0) AND Participant_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Venue_Rating_3(1) AND Speaker_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1])",0.7217391304347827,0.7217391304347827
"Speaker_Rating_2(0) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_3(1) AND Overall_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Schedule_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Schedule_Rating_2(0)",Participant_Rating_2(0),0.4956521739130435,0.9344262295081968
"Participant_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Venue_Rating_1([0, 1])","Overall_Rating_3([0, 1]) AND Schedule_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Facilitator_Rating_3(1)",0.6608695652173913,0.7676767676767676
"Allowance_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3(1)","Objectives_Met_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Facilitator_Rating_3(1) AND Speaker_Rating_3([0, 1])",0.6608695652173913,0.7676767676767676
"Venue_Rating_3(1) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Allowance_Rating_3([0, 1])","Participant_Rating_2([0, 1]) AND Facilitator_Rating_3(1) AND Objectives_Met_2([0, 1]) AND Objectives_Met_1([0, 1])",0.6608695652173913,0.7676767676767676
"Speaker_Rating_2([0, 1])","Objectives_Met_3(1) AND Speaker_Rating_3([0, 1])",0.7130434782608696,0.7130434782608696
"Speaker_Rating_3([0, 1])","Participant_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_3(1) AND Schedule_Rating_2([0, 1])",0.7130434782608696,0.7130434782608696
"Overall_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Speaker_Rating_2(0) AND Venue_Rating_3(1) AND Speaker_Rating_3(1) AND Overall_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Schedule_Rating_3(1)",Participant_Rating_2(0),0.48695652173913045,0.9333333333333333
"Participant_Rating_3([0, 1]) AND Objectives_Met_2([0, 1])","Allowance_Rating_3(1) AND Participant_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Facilitator_Rating_3(1) AND Overall_Rating_2([0, 1])",0.7043478260869566,0.7043478260869566
"Speaker_Rating_3([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])","Objectives_Met_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Facilitator_Rating_3(1) AND Allowance_Rating_3(1)",0.7043478260869566,0.7043478260869566
"Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1])","Objectives_Met_1(0) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Facilitator_Rating_3(1)",0.7043478260869566,0.7043478260869566
"Overall_Rating_3([0, 1]) AND Speaker_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Allowance_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Schedule_Rating_3(1) AND Overall_Rating_1([0, 1])","Objectives_Met_3([0, 1]) AND Venue_Rating_3(1)",0.5217391304347826,0.8823529411764706
"Allowance_Rating_3(1) AND Objectives_Met_2(0) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Schedule_Rating_2([0, 1])","Objectives_Met_3([0, 1]) AND Speaker_Rating_3(1) AND Overall_Rating_2(0)",0.5826086956521739,0.8170731707317073
Objectives_Met_3(1),"Speaker_Rating_3([0, 1]) AND Venue_Rating_3(1) AND Overall_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Overall_Rating_2(0)",0.5826086956521739,0.8170731707317073
Speaker_Rating_3(1),"Overall_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3([0, 1]) AND Facilitator_Rating_3(1) AND Objectives_Met_1(0) AND Allowance_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.6521739130434783,0.7211538461538461
"Venue_Rating_1([0, 1]) AND Participant_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Venue_Rating_3(1) AND Objectives_Met_2([0, 1])","Participant_Rating_1([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Objectives_Met_3(1)",0.6347826086956522,0.7373737373737373
Venue_Rating_3(1),Allowance_Rating_2(0) AND Objectives_Met_1(0) AND Venue_Rating_1(0) AND Speaker_Rating_2(0),0.6347826086956522,0.7373737373737373
"Objectives_Met_3(1) AND Speaker_Rating_3(1) AND Speaker_Rating_2([0, 1]) AND Venue_Rating_2([0, 1]) AND Facilitator_Rating_2(0)","Participant_Rating_2(0) AND Overall_Rating_1(0) AND Participant_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])",0.45217391304347826,0.9122807017543859
"Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1])","Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1]) AND Speaker_Rating_3(1) AND Overall_Rating_3(1) AND Objectives_Met_2([0, 1])",0.6782608695652174,0.6782608695652174
"Participant_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Allowance_Rating_3([0, 1])","Speaker_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Facilitator_Rating_3(1) AND Overall_Rating_3([0, 1]) AND Overall_Rating_2(0) AND Venue_Rating_3([0, 1]) AND Allowance_Rating_2([0, 1])",0.6782608695652174,0.6782608695652174
"Venue_Rating_1([0, 1])","Schedule_Rating_3([0, 1]) AND Overall_Rating_3(1) AND Speaker_Rating_3([0, 1]) AND Facilitator_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Facilitator_Rating_2(0)",0.6782608695652174,0.6782608695652174
"Speaker_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_2(1) AND Overall_Rating_3([0, 1]) AND Venue_Rating_3([0, 1])","Venue_Rating_1([0, 1]) AND Venue_Rating_2([0, 1])",0.3391304347826087,1.0
"Objectives_Met_1([0, 1]) AND Schedule_Rating_3(0)","Overall_Rating_1([0, 1]) AND Objectives_Met_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_3([0, 1])",0.3391304347826087,1.0
"Venue_Rating_3([0, 1]) AND Schedule_Rating_3(0) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1])","Overall_Rating_2([0, 1])",0.3391304347826087,1.0
"Overall_Rating_1([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Overall_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_2([0, 1]) AND Schedule_Rating_2(1)","Schedule_Rating_3([0, 1])",0.3391304347826087,1.0
"Overall_Rating_1([0, 1]) AND Schedule_Rating_3(0) AND Objectives_Met_2([0, 1]) AND Venue_Rating_1([0, 1])","Objectives_Met_3([0, 1])",0.3391304347826087,1.0
"Venue_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Overall_Rating_1([0, 1])","Participant_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_2([0, 1])",0.3391304347826087,1.0
"Venue_Rating_3([0, 1]) AND Schedule_Rating_3(0) AND Objectives_Met_2([0, 1]) AND Venue_Rating_1([0, 1])","Objectives_Met_1([0, 1]) AND Participant_Rating_1(0) AND Speaker_Rating_2([0, 1])",0.3391304347826087,1.0
"Participant_Rating_2([0, 1]) AND Schedule_Rating_2(1) AND Venue_Rating_2([0, 1]) AND Participant_Rating_1(0) AND Overall_Rating_1([0, 1])","Overall_Rating_2([0, 1])",0.3391304347826087,1.0
"Venue_Rating_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Schedule_Rating_2(1)","Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1])",0.3391304347826087,1.0
"Speaker_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1]) AND Schedule_Rating_2(1) AND Objectives_Met_1([0, 1]) AND Venue_Rating_3([0, 1])","Venue_Rating_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.3391304347826087,1.0
"Objectives_Met_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Speaker_Rating_3([0, 1])","Objectives_Met_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_2([0, 1])",0.3391304347826087,1.0
"Venue_Rating_1([0, 1]) AND Schedule_Rating_3(1) AND Venue_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Objectives_Met_2(0)","Overall_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Speaker_Rating_3(1)",0.4434782608695652,0.8947368421052632
Speaker_Rating_3(1),"Overall_Rating_3([0, 1]) AND Overall_Rating_1(0) AND Objectives_Met_1(0) AND Allowance_Rating_2(0) AND Venue_Rating_3(1)",0.6347826086956522,0.7019230769230769
"Overall_Rating_1([0, 1]) AND Schedule_Rating_3(0) AND Participant_Rating_2(0) AND Speaker_Rating_3([0, 1])","Allowance_Rating_2([0, 1]) AND Objectives_Met_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Facilitator_Rating_2([0, 1]) AND Speaker_Rating_2([0, 1])",0.3217391304347826,1.0
"Objectives_Met_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Facilitator_Rating_3([0, 1])",Schedule_Rating_2(0),0.6608695652173913,0.6608695652173913
"Overall_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Schedule_Rating_2([0, 1]) AND Overall_Rating_1([0, 1]) AND Objectives_Met_2([0, 1]) AND Speaker_Rating_2([0, 1])","Venue_Rating_1([0, 1]) AND Objectives_Met_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_3(1) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_1([0, 1])",0.6608695652173913,0.6608695652173913
"Facilitator_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Venue_Rating_1([0, 1]) AND Schedule_Rating_3([0, 1])","Facilitator_Rating_2(0) AND Speaker_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Venue_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Participant_Rating_2([0, 1])",0.6608695652173913,0.6608695652173913
"Speaker_Rating_2([0, 1]) AND Schedule_Rating_2([0, 1]) AND Allowance_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Venue_Rating_1([0, 1]) AND Objectives_Met_2([0, 1]) AND Speaker_Rating_3([0, 1])","Schedule_Rating_3(1) AND Objectives_Met_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Overall_Rating_1([0, 1])",0.6608695652173913,0.6608695652173913
"Overall_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1])","Objectives_Met_1([0, 1]) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Facilitator_Rating_3(1) AND Venue_Rating_3(1)",0.6608695652173913,0.6608695652173913
Participant_Rating_2(0) AND Schedule_Rating_2(1),"Venue_Rating_3([0, 1]) AND Speaker_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_2([0, 1])",0.3217391304347826,1.0
"Venue_Rating_3([0, 1]) AND Speaker_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Schedule_Rating_2(1) AND Speaker_Rating_2(0)","Allowance_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Overall_Rating_2([0, 1]) AND Objectives_Met_1([0, 1])",0.3130434782608696,1.0
"Speaker_Rating_3(1) AND Schedule_Rating_2(1) AND Venue_Rating_1([0, 1]) AND Participant_Rating_1([0, 1])","Objectives_Met_1([0, 1]) AND Participant_Rating_2([0, 1])",0.3130434782608696,1.0
"Venue_Rating_3([0, 1]) AND Allowance_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Participant_Rating_2([0, 1]) AND Speaker_Rating_3(1) AND Participant_Rating_1([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_2([0, 1])","Objectives_Met_2([0, 1])",0.3130434782608696,1.0
"Overall_Rating_1([0, 1]) AND Objectives_Met_3(0) AND Overall_Rating_3([0, 1])","Venue_Rating_2([0, 1]) AND Allowance_Rating_2([0, 1]) AND Objectives_Met_2([0, 1])",0.28695652173913044,1.0
"Venue_Rating_3([0, 1]) AND Venue_Rating_2([0, 1])","Objectives_Met_2([0, 1]) AND Speaker_Rating_3([0, 1]) AND Overall_Rating_2(0) AND Objectives_Met_3(1) AND Participant_Rating_1([0, 1])",0.6434782608695652,0.6434782608695652
"Allowance_Rating_3([0, 1]) AND Overall_Rating_3([0, 1]) AND Overall_Rating_2(0) AND Schedule_Rating_3(0) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1([0, 1]) AND Speaker_Rating_3([0, 1]) AND Speaker_Rating_2([0, 1])","Venue_Rating_3([0, 1]) AND Participant_Rating_2([0, 1]) AND Objectives_Met_3([0, 1])",0.2782608695652174,1.0
"Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Schedule_Rating_3(0) AND Objectives_Met_1([0, 1]) AND Overall_Rating_3([0, 1])","Overall_Rating_2([0, 1])",0.26956521739130435,1.0
"Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_3(0) AND Venue_Rating_1(0) AND Overall_Rating_1([0, 1]) AND Objectives_Met_3([0, 1])","Overall_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1])",0.26956521739130435,1.0
"Objectives_Met_1([0, 1]) AND Venue_Rating_3(1) AND Allowance_Rating_3([0, 1]) AND Schedule_Rating_2(1) AND Venue_Rating_1([0, 1]) AND Overall_Rating_2([0, 1])","Speaker_Rating_3([0, 1])",0.26956521739130435,1.0
"Venue_Rating_3(1) AND Schedule_Rating_3(0) AND Objectives_Met_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Overall_Rating_1([0, 1])","Venue_Rating_1([0, 1]) AND Overall_Rating_2([0, 1]) AND Speaker_Rating_3([0, 1])",0.26956521739130435,1.0
"Venue_Rating_3(1) AND Facilitator_Rating_2([0, 1]) AND Participant_Rating_1([0, 1]) AND Schedule_Rating_3(0) AND Overall_Rating_1([0, 1])","Objectives_Met_1([0, 1]) AND Overall_Rating_2([0, 1])",0.26956521739130435,1.0
"Participant_Rating_1([0, 1]) AND Venue_Rating_3([0, 1]) AND Venue_Rating_1([0, 1])","Allowance_Rating_3(1) AND Overall_Rating_2([0, 1]) AND Participant_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Speaker_Rating_3(1) AND Facilitator_Rating_3(1)",0.6347826086956522,0.6347826086956522
"Venue_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Overall_Rating_3([0, 1]) AND Schedule_Rating_3(0) AND Schedule_Rating_2([0, 1])","Venue_Rating_1([0, 1]) AND Overall_Rating_2([0, 1])",0.26956521739130435,1.0
"Overall_Rating_3([0, 1]) AND Allowance_Rating_3(1) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_3([0, 1]) AND Overall_Rating_2(0) AND Overall_Rating_1(0)","Objectives_Met_3(1) AND Schedule_Rating_2([0, 1])",0.5652173913043478,0.6989247311827957
"Venue_Rating_3([0, 1]) AND Participant_Rating_1([0, 1]) AND Allowance_Rating_3(1) AND Overall_Rating_2([0, 1]) AND Overall_Rating_1([0, 1])","Participant_Rating_2([0, 1]) AND Schedule_Rating_2(0)",0.6,0.6634615384615384
"Schedule_Rating_3(0) AND Venue_Rating_3(1) AND Schedule_Rating_2([0, 1]) AND Objectives_Met_1([0, 1]) AND Overall_Rating_1(0)","Overall_Rating_2([0, 1]) AND Objectives_Met_3([0, 1])",0.2608695652173913,1.0
"Venue_Rating_3([0, 1]) AND Objectives_Met_1([0, 1]) AND Schedule_Rating_3(0) AND Overall_Rating_3(1)","Participant_Rating_2([0, 1]) AND Objectives_Met_2([0, 1]) AND Overall_Rating_2([0, 1]) AND Facilitator_Rating_2([0, 1])",0.2608695652173913,1.0
"Venue_Rating_3([0, 1]) AND Schedule_Rating_3(0) AND Allowance_Rating_3([0, 1]) AND Venue_Rating_2([0, 1]) AND Venue_Rating_1([0, 1]) AND Participant_Rating_1([0, 1]) AND Objectives_Met_2(0)","Objectives_Met_3([0, 1]) AND Overall_Rating_2([0, 1])",0.2608695652173913,1.0
